ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
1 Wilson Lane,Bateman,654000,4,2,2,617,216,1992,10500,Bull Creek Station,339,"06-2017
",6150,-32.04654,115.85061,CORPUS CHRISTI COLLEGE,1.3712067075177505,28
1 Wimbledon Drive,Kingsley,627500,4,2,2,700,179,1982,16900,Greenwood Station,785,"03-2020
",6026,-31.8122,115.78862,ST STEPHEN'S SCHOOL,1.0898654152928502,31
1 Windoo Place,Koongamia,292500,3,1,1,751,112,1959,18200,Midland Station,4200,"11-2006
",6056,-31.90442,116.04304,SWAN VIEW SENIOR HIGH SCHOOL,1.8882244212387782,
1 Windoo Road,Parkerville,655000,4,2,NULL,2404,254,1975,27000,Midland Station,12500,"02-2013
",6081,-31.88249,116.13283,HELENA COLLEGE,4.795644284505797,78
1 Wintergreene Drive,Bennett Springs,492000,4,2,2,666,245,2006,12600,Ashfield Station,6200,"09-2020
",6063,-31.85752763,115.9322414,KIARA COLLEGE,2.2322995079313115,
1 Wissota Pass,Secret Harbour,546000,4,2,2,613,185,2003,51500,Warnbro Station,9000,"01-2020
",6173,-32.40748,115.76296,COMET BAY COLLEGE,0.9260180888237534,35
1 Woodbine Loop,Tapping,500000,4,2,NULL,700,204,2004,27300,Currambine Station,3700,"04-2020
",6065,-31.71472,115.78781,JOSEPH BANKS SECONDARY COLLEGE,1.9687315857684515,92
1 Woodbine Terrace,Mirrabooka,420000,4,1,6,765,147,1990,11200,Warwick Station,7500,"02-2016
",6061,-31.85253,115.87533,MERCY COLLEGE,1.7791625272471163,46
1 Woodfield Close,Mount Helena,435000,3,2,4,2000,142,1999,34600,Midland Station,20100,"12-2020
",6082,-31.86646,116.21108,EASTERN HILLS SENIOR HIGH SCHOOL,1.192345532384077,105
1 Woodlands Way,Jandakot,600000,4,2,4,441,234,2001,16800,Cockburn Central Station,2500,"08-2018
",6164,-32.10266016,115.8553704,LAKELAND SENIOR HIGH SCHOOL,1.1401101510998541,
1 Woolmore Cross,Atwell,505000,4,2,2,671,161,NULL,20800,Cockburn Central Station,1900,"03-2018
",6164,-32.13925,115.86983,ATWELL COLLEGE,0.7487650847103416,129
1 Yallambee Place,Karawara,662500,2,1,2,976,94,NULL,6500,Canning Bridge Station,1900,"09-2020
",6152,-32.00846545,115.876716,COMO SECONDARY COLLEGE,0.748531723108239,87
1 Yilgarn Street,White Gum Valley,925000,3,2,2,411,164,2000,15300,Fremantle Station,2000,"12-2014
",6162,-32.0622,115.76197,FREMANTLE COLLEGE,0.8510665003641797,128
1 Yule Street,City Beach,1550000,4,2,4,975,220,1973,9400,Glendalough Station,5500,"05-2018
",6015,-31.92153,115.76581,HALE SCHOOL,1.981987429282137,6
1 Zamia Road,Gooseberry Hill,575000,3,1,6,2113,220,NULL,17100,Midland Station,8500,"02-2015
",6076,-31.95990117,116.0399311,KALAMUNDA SENIOR HIGH SCHOOL,2.5203364625699938,107
1 Zanzibar Loop,Aveley,540000,3,2,3,687,209,2009,22100,Woodbridge Station,11900,"09-2020
",6069,-31.78504845,115.9852646,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.0341848160275664,53
1/1 Coolgardie Street,West Perth,480000,2,2,2,813,87,2008,1100,City West Station,493,"03-2020
",6005,-31.94893602,115.8477325,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,1.05338862537698,
1/1 French Street,Ashfield,455000,3,2,2,345,146,2009,8200,Ashfield Station,306,"11-2017
",6054,-31.91532844,115.9340203,CYRIL JACKSON SENIOR CAMPUS,0.8414538551927833,
1/1 Lentona Road,Attadale,419000,2,1,1,1982,77,1970,9800,Bull Creek Station,4300,"09-2019
",6156,-32.03103,115.81324,MELVILLE SENIOR HIGH SCHOOL,1.8512216389773246,61
1/1 Muriel Avenue,Woodlands,960000,4,2,2,270,222,2003,8500,Stirling Station,1400,"10-2016
",6018,-31.9017862,115.7918351,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.3912203593218526,
1/1 Wingfield Avenue,Crawley,950000,1,1,1,221,95,1968,4000,Subiaco Station,3200,"08-2015
",6009,-31.97354047,115.8247434,SHENTON COLLEGE,2.564503034617252,14
1/10 Gibson Street,Mount Pleasant,640000,3,1,3,373,94,1987,7600,Canning Bridge Station,1500,"08-2019
",6153,-32.01903093,115.8451005,APPLECROSS SENIOR HIGH SCHOOL,1.4883702307140891,34
1/101 Epsom Avenue,Redcliffe,407000,3,1,2,3643,101,1990,7500,Ashfield Station,3000,"04-2015
",6104,-31.93973337,115.9371684,BELMONT CITY COLLEGE,2.1465058716437153,57
1/109 Kenny Street,Bassendean,230000,2,1,1,2569,81,1976,9500,Bassendean Station,847,"09-2019
",6054,-31.91116026,115.94699,CYRIL JACKSON SENIOR CAMPUS,0.46950085578266526,
1/11 Adamson Road,Brentwood,555000,3,1,2,774,82,1989,10300,Bull Creek Station,389,"12-2014
",6153,-32.04427,115.85158,ALL SAINTS' COLLEGE,1.5666411367137916,21
1/11 Elvire Street,Viveash,400000,3,1,NULL,396,101,1995,15300,Midland Station,758,"08-2014
",6056,-31.88478314,116.000386,LA SALLE COLLEGE,0.7887678683161645,53
1/11 Stott Close,Armadale,156500,3,1,1,2354,79,1992,25000,Sherwood Station,152,"03-2020
",6112,-32.13668855,116.0091336,SOWILO COMMUNITY HIGH SCHOOL,0.6306623204418954,
1/11 Waterway Crescent,Ascot,482000,3,1,1,462,89,1999,5700,Bayswater Station,2100,"08-2015
",6104,-31.93681,115.91664,BELMONT CITY COLLEGE,2.9754116118397533,57
1/12 Catalina Place,Quinns Rocks,570000,3,2,2,3037,218,NULL,35900,Butler Station,3200,"04-2020
",6030,-31.66319477,115.6913888,ALKIMOS BAPTIST COLLEGE,1.8072530582948112,
1/12 Farnaby Lane,Beckenham,315000,3,1,2,3252,79,1989,12200,Kenwick Station,2900,"11-2016
",6107,-32.00978,115.96929,REHOBOTH CHRISTIAN COLLEGE,2.561994901251748,
1/125 Swansea Street,East Victoria Park,430000,3,1,3,442,114,1948,6200,Oats Street Station,671,"11-2018
",6101,-31.98867,115.90918,KENT STREET SENIOR HIGH SCHOOL,1.5930369634099977,93
1/126 Telford Crescent,Stirling,615000,3,2,2,265,124,2007,7900,Stirling Station,1100,"09-2020
",6021,-31.89162083,115.8162573,BALCATTA SENIOR HIGH SCHOOL,1.8308961987233519,135
1/13 Helm Street,Mount Pleasant,807000,3,2,1,364,154,1992,7000,Canning Bridge Station,832,"04-2019
",6153,-32.01492,115.84984,AQUINAS COLLEGE,1.68216049932646,23
1/13 Rimmington Court,South Lake,325000,3,1,2,4004,97,2003,18300,Cockburn Central Station,2200,"03-2016
",6164,-32.11526515,115.8383193,LAKELAND SENIOR HIGH SCHOOL,0.9945067769670562,
1/13 Sorrento Street,North Beach,850000,3,2,2,183,167,1984,14400,Warwick Station,4300,"12-2017
",6020,-31.85923,115.7537,CARINE SENIOR HIGH SCHOOL,2.2043039703659058,47
1/14 Godwit Street,Queens Park,400000,3,2,2,1768,139,2011,9400,Queens Park Station,499,"05-2016
",6107,-32.00256687,115.9384797,ST NORBERT COLLEGE,0.26627998842718165,42
1/14 Greenshank Drive,Joondalup,640000,3,2,2,500,200,2006,24100,Joondalup Station,942,"05-2020
",6027,-31.74711277,115.7769907,LAKE JOONDALUP BAPTIST COLLEGE,1.8216407597572961,80
1/14 Mineral Place,Forrestfield,341500,3,2,1,440,131,1994,13700,Madding,6400,"08-2018
",6058,-31.9926,115.99577,DARLING RANGE SPORTS COLLEGE,2.361523788361179,137
1/14a Norman Street,St James,450000,3,2,2,266,119,2009,7200,Welshpool Station,743,"07-2016
",6102,-31.99502415,115.9153033,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,2.331647635163397,102
1/15 Bredgar Way,Marangaroo,340000,3,1,2,500,107,1994,13800,Warwick Station,3500,"02-2019
",6064,-31.83094,115.82939,GIRRAWHEEN SENIOR HIGH SCHOOL,1.331160660456475,
1/15 Cook Street,Crawley,625000,3,1,2,1366,116,1981,5300,Daglish Station,3500,"11-2016
",6009,-31.98373,115.81622,SHENTON COLLEGE,2.9492997798402585,14
1/15 Lisbon Court,Parkwood,339000,3,1,2,1012,120,1992,11200,Thornlie Station,4300,"11-2018
",6147,-32.04397,115.90672,LYNWOOD SENIOR HIGH SCHOOL,0.9163141801919095,96
1/157 Kinross Drive,Kinross,285000,2,1,1,183,101,NULL,29200,Clarkson Station,2700,"10-2018
",6028,-31.71394,115.72867,YOUTH FUTURES COMMUNITY SCHOOL,2.67407734882002,
1/159 Mcdonald Street,Joondanna,422000,2,1,2,809,78,1991,5700,Glendalough Station,1400,"03-2017
",6060,-31.90575,115.83333,SERVITE COLLEGE,0.340026098530471,65
1/16 Coneflower Corner,Churchlands,890000,3,2,2,1862,135,NULL,7200,Glendalough Station,3300,"04-2017
",6018,-31.9238941,115.7911103,NEWMAN COLLEGE,0.3629226276867331,44
1/16 Leverburgh Street,Ardross,766000,4,2,2,200,188,2005,9100,Bull Creek Station,2500,"01-2019
",6153,-32.0312658,115.8351564,APPLECROSS SENIOR HIGH SCHOOL,0.2102953716691659,34
1/16 Tavistock Crescent,Lynwood,370000,3,1,3,1037,106,1967,11600,Thornlie Station,2300,"10-2015
",6147,-32.03661923,115.9313359,FOUNTAIN COLLEGE,1.0679432202986217,
1/163 Tyler Street,Tuart Hill,140000,2,1,1,2024,65,1974,6600,Glendalough Station,2000,"06-2018
",6060,-31.89775993,115.8305517,SERVITE COLLEGE,0.6225843333897882,65
1/164 McDonald Street,Joondanna,640000,4,2,2,1062,251,1995,5600,Glendalough Station,1400,"10-2020
",6060,-31.90636,115.83417,SERVITE COLLEGE,0.4096529413817016,65
1/165 Canning Highway,South Perth,680000,3,1,1,717,130,1928,3900,Claisebrook Station,3900,"12-2020
",6151,-31.98431925,115.8740861,WESLEY COLLEGE,0.9094704025691398,37
1/17 Elizabeth Street,East Cannington,408000,3,2,2,339,122,2006,11200,Beckenham Station,2200,"01-2019
",6107,-32.00368064,115.9604578,ST NORBERT COLLEGE,1.8987114519613335,42
1/17 Satellite Retreat,Kiara,370000,3,1,3,373,125,NULL,10500,Ashfield Station,3200,"07-2017
",6054,-31.88421613,115.9356064,KIARA COLLEGE,0.7541681481348755,
1/18 Coongan Avenue,Greenmount,527500,3,1,NULL,675,101,1950,18400,Midland Station,4300,"08-2014
",6056,-31.90310952,116.0443219,SWAN VIEW SENIOR HIGH SCHOOL,1.7385026413525617,
1/18 Devon Way,Lynwood,387000,3,1,2,378,116,1967,11800,Thornlie Station,2200,"03-2015
",6147,-32.03803937,115.9316336,LANGFORD ISLAMIC COLLEGE,1.0326613501963697,85
1/18 Mary Street,Highgate,742000,2,1,1,183,105,1994,1900,East Perth Station,1100,"10-2014
",6003,-31.93780339,115.8687732,PERTH COLLEGE,0.9715489643531326,9
1/182 Fulham Street,Kewdale,300000,2,1,1,146,86,1993,7400,Vic,3100,"07-2018
",6105,-31.96767315,115.9347638,BELMONT CITY COLLEGE,0.9772914704443963,57
1/19 Drabble Road,Scarborough,721000,5,2,1,1886,127,1962,10700,Stirling Station,3900,"10-2019
",6019,-31.89980869,115.7638275,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.3105603854011103,
1/19 Flora Terrace,Watermans Bay,500000,3,1,NULL,216,99,1989,15200,Warwick Station,3900,"12-2014
",6020,-31.847625,115.755343,CARINE SENIOR HIGH SCHOOL,2.027413466818864,47
1/19 Roseheath Boulevard,Kiara,370000,3,1,2,351,99,1995,11000,Bassendean Station,2800,"06-2017
",6054,-31.87950075,115.9378819,KIARA COLLEGE,0.34800397251077436,
1/19 Tamar Street,Palmyra,500000,3,1,2,1048,120,1963,12700,Fremantle Station,3400,"10-2019
",6157,-32.04445,115.78021,JOHN CURTIN COLLEGE OF THE ARTS,2.308788043842059,25
1/20 Holton Way,Cannington,335000,3,2,1,261,115,2008,9900,Queens Park Station,428,"07-2019
",6107,-32.01118689,115.937885,SEVENOAKS SENIOR COLLEGE,0.44098295644994917,114
1/202 Crawford Road,Inglewood,485000,3,1,1,357,13,1979,4700,Maylands Station,1100,"11-2018
",6052,-31.91821,115.8891,CHISHOLM CATHOLIC COLLEGE,1.3140167401553853,29
1/205 French Street,Tuart Hill,525000,4,1,2,1215,170,1956,6600,Glendalough Station,2400,"07-2019
",6060,-31.89597,115.83657,SERVITE COLLEGE,0.7984934368198463,65
1/208 Albert Street,Osborne Park,365000,3,1,NULL,1012,112,1994,7200,Stirling Station,2000,"07-2020
",6017,-31.89402,115.826,SERVITE COLLEGE,1.2057454246339323,65
1/21 Fletcher Street,Applecross,685000,3,2,1,219,123,1993,7800,Canning Bridge Station,2300,"01-2018
",6153,-32.01885,115.8339,APPLECROSS SENIOR HIGH SCHOOL,1.1761710955486904,34
1/218 Westview Street,Scarborough,450000,3,1,1,1277,100,1988,10000,Stirling Station,2900,"05-2020
",6019,-31.89767,115.7743,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.3268275788243574,
1/22 Ada Street,Watermans Bay,1250000,4,3,5,397,238,1997,15100,Warwick Station,4100,"02-2016
",6020,-31.84997,115.75395,CARINE SENIOR HIGH SCHOOL,2.096159333758865,47
1/22 Harper Street,Woodbridge,395000,3,2,1,151,108,1996,14800,Woodbridge Station,479,"05-2015
",6056,-31.88858,115.99603,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.6834512833111238,130
1/22 Manoff Road,Balcatta,292000,2,1,1,776,82,1992,7600,Stirling Station,3100,"05-2018
",6021,-31.88674,115.83599,SERVITE COLLEGE,1.7895242024793714,65
1/22 Prinsep Road,Melville,655000,3,2,2,377,144,2002,11000,North Fremantle Station,4300,"09-2017
",6156,-32.03603452,115.7972473,MELVILLE SENIOR HIGH SCHOOL,1.3807332039930218,61
1/22 Redgate Court,Kiara,410000,3,1,1,363,110,1994,10900,Bassendean Station,2400,"06-2014
",6054,-31.88305922,115.9412048,KIARA COLLEGE,0.8496036774059836,
1/23 Avonmore Terrace,Cottesloe,670000,2,1,1,910,62,1964,11500,Mosman Park Station,507,"11-2020
",6011,-32.00378889,115.7536968,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,1.3387320423652056,2
1/23 Golf Road,Parkwood,338000,2,1,1,286,70,1986,10800,Thornlie Station,4400,"11-2015
",6147,-32.04021,115.90682,LYNWOOD SENIOR HIGH SCHOOL,0.8978816079411864,96
1/24 Coventry Road,Shoalwater,310000,2,1,1,1535,79,1991,40600,Rockingham Station,5000,"06-2019
",6169,-32.29384,115.70784,ROCKINGHAM SENIOR HIGH SCHOOL,2.7842023410586925,
1/24 Melinga Court,Karawara,427500,3,1,1,251,126,NULL,6800,Canning Bridge Station,2600,"03-2010
",6152,-32.00953,115.88414,CLONTARF ABORIGINAL COLLEGE,1.075682011918986,
1/242 French Street,Tuart Hill,432000,3,1,1,239,101,1995,6800,Stirling Station,3100,"02-2017
",6060,-31.89354,115.83735,SERVITE COLLEGE,1.0778442298219286,65
1/265 Kooyong Road,Kewdale,357500,3,1,2,1620,116,1989,6800,Carlisle Station,1700,"10-2017
",6105,-31.97222,115.92651,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,1.0341153567250956,102
1/268 Guildford Road,Maylands,432000,3,1,2,891,98,1952,4600,Maylands Station,689,"11-2019
",6051,-31.92926,115.89885,CHISHOLM CATHOLIC COLLEGE,1.9806699999468358,29
1/27 Osborne Road,East Fremantle,475000,3,1,1,4038,93,1970,12900,North Fremantle Station,1900,"10-2020
",6158,-32.03923893,115.768818,JOHN CURTIN COLLEGE OF THE ARTS,1.5816854607743809,25
1/28 Alday Street,St James,530000,4,2,2,312,133,2003,6800,Welshpool Station,1200,"11-2017
",6102,-31.99496,115.91071,KENT STREET SENIOR HIGH SCHOOL,1.9898342288009885,93
1/29 Chetwynd Way,Booragoon,440000,2,1,1,2729,74,1980,10200,Bull Creek Station,1800,"06-2017
",6154,-32.04215,115.83601,APPLECROSS SENIOR HIGH SCHOOL,1.4234955728410679,34
1/29 Money Road,Melville,610000,3,2,2,218,130,NULL,10700,North Fremantle Station,4600,"02-2019
",6156,-32.03395748,115.7999173,MELVILLE SENIOR HIGH SCHOOL,1.4701753180245085,61
1/29 Seaforth Road,Shoalwater,600000,4,3,2,340,250,2010,41500,Rockingham Station,5200,"06-2020
",6169,-32.30242393,115.7086502,SAFETY BAY SENIOR HIGH SCHOOL,3.0395164692887207,136
1/29 Spoonbill Place,Queens Park,435000,4,2,2,281,113,2006,10600,Canning,917,"05-2016
",6107,-32.00705737,115.9510611,SEVENOAKS SENIOR COLLEGE,1.0226006543510642,114
1/29 Stratford Street,East Fremantle,430000,2,1,1,912,82,1987,12300,North Fremantle Station,2200,"07-2019
",6158,-32.03557,115.77361,JOHN CURTIN COLLEGE OF THE ARTS,2.190498248173868,25
1/3 Addlewell Glen,Kiara,370000,3,1,1,454,120,1993,10700,Ashfield Station,3600,"11-2010
",6054,-31.88059883,115.9341226,KIARA COLLEGE,0.3622537375826908,
1/3 Clive Road,Cottesloe,1026000,3,2,2,235,160,2009,9500,Grant Street Station,374,"04-2020
",6011,-31.98787501,115.7680552,PRESBYTERIAN LADIES COLLEGE,0.7018762072955622,11
1/3 Hope Road,Palmyra,445000,2,1,2,303,83,1986,11600,North Fremantle Station,3800,"01-2019
",6157,-32.03864,115.79073,MELVILLE SENIOR HIGH SCHOOL,1.6300949341731068,61
1/3 Stockman Way,Cannington,508000,4,2,2,368,181,2001,9300,Queens Park Station,596,"05-2016
",6107,-32.00735,115.93221,ST NORBERT COLLEGE,0.8360343819001788,42
1/30 Milford Way,Nollamara,450000,3,2,2,701,149,2007,7300,Stirling Station,3700,"07-2019
",6061,-31.88827121,115.8428688,DIANELLA SECONDARY COLLEGE,1.5972415187375173,
1/301 Oxford Street,Leederville,400000,1,1,2,181,73,2009,3000,Leederville Station,1000,"07-2018
",6007,-31.92956755,115.8409125,ARANMORE CATHOLIC COLLEGE,0.3502299135001703,106
1/31 Harvest Road,North Fremantle,1100000,3,2,2,359,176,1920,13200,North Fremantle Station,621,"12-2016
",6159,-32.03291416,115.7568367,JOHN CURTIN COLLEGE OF THE ARTS,1.7493352856581625,25
1/31 Mosaic Street,Shelley,755000,4,2,2,1390,139,1998,8800,Canning Bridge Station,3900,"12-2015
",6148,-32.02547,115.89323,CLONTARF ABORIGINAL COLLEGE,1.0921976813797063,
1/31 Second Avenue,Kensington,780000,3,2,2,237,223,2001,3700,Vic,1800,"04-2015
",6151,-31.97673,115.88445,KENT STREET SENIOR HIGH SCHOOL,1.2634787294961844,93
1/31 Troy Terrace,Daglish,1250000,3,2,2,810,181,2008,4600,Daglish Station,292,"05-2014
",6008,-31.95121831,115.8101836,SHENTON COLLEGE,1.161291562711023,14
1/31 Villiers Street,Yokine,370000,3,1,1,243,109,2000,6600,Stirling Station,4200,"08-2020
",6060,-31.89378,115.84869,CARMEL SCHOOL,1.3960047448019164,13
1/32 Camboon road,Morley,270000,3,1,1,8116,105,NULL,8200,Maylands Station,5000,"07-2020
",6062,-31.88313,115.88918,MORLEY SENIOR HIGH SCHOOL,1.1692641565306023,100
1/32 Fraser Street,East Fremantle,495000,2,1,1,8415,91,1976,12600,North Fremantle Station,1700,"04-2020
",6158,-32.03553591,115.7682201,JOHN CURTIN COLLEGE OF THE ARTS,1.8443092009569593,25
1/32 Hubert Road,Maylands,420000,3,1,2,2024,84,1985,4500,Meltham Station,1400,"07-2020
",6051,-31.93513084,115.9022045,PERTH COLLEGE,2.5606463303771267,9
1/326 Preston Point Road,Attadale,675000,3,2,2,400,162,1989,10500,North Fremantle Station,4400,"08-2018
",6156,-32.03167662,115.7980925,SANTA MARIA COLLEGE,1.4686309200577075,10
1/33 Holmesdale Road,Woodbridge,335000,3,1,1,1012,86,1994,14200,Woodbridge Station,261,"03-2014
",6056,-31.89344,115.9919,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.5797660048821275,130
1/33 Steward Way,Orelia,160000,2,1,2,205,74,1985,31400,Kwinana Station,2400,"03-2017
",6167,-32.23198,115.81727,GILMORE COLLEGE,0.7367104703921151,138
1/335 Oxford Street,Leederville,880000,4,3,2,243,170,2012,3200,Leederville Station,1300,"10-2020
",6007,-31.92760335,115.8408894,ARANMORE CATHOLIC COLLEGE,0.22331688575534625,106
1/34 Banksia Street,Joondanna,585000,3,1,2,257,100,1949,4900,Glendalough Station,1700,"09-2016
",6060,-31.91118678,115.8401045,SERVITE COLLEGE,1.123646554100441,65
1/341 Wharf Street,Queens Park,315000,3,1,4,1474,115,1985,10400,Canning,1800,"03-2017
",6107,-31.99952,115.95372,ST NORBERT COLLEGE,1.371924332426897,42
1/35 Collier Avenue,Balcatta,341000,3,1,1,246,87,1990,8600,Stirling Station,3100,"01-2018
",6021,-31.87862,115.83182,BALCATTA SENIOR HIGH SCHOOL,1.8810734406466065,135
1/36 Wood Street,Inglewood,565000,3,2,2,174,110,2004,4800,Maylands Station,1400,"02-2017
",6052,-31.9159773,115.8879204,CHISHOLM CATHOLIC COLLEGE,1.2930019790257379,29
1/38 Brandon Street,Kensington,600000,3,2,NULL,631,104,2007,3600,Vic,2400,"04-2019
",6151,-31.97954972,115.8793322,WESLEY COLLEGE,1.2649124997188403,37
1/38 Norman Street,St James,360000,3,1,1,265,86,1995,7400,Welshpool Station,644,"07-2020
",6102,-31.99717,115.91699,CANNING COLLEGE,2.3177737155183125,
1/39 Beatty Avenue,East Victoria Park,440000,3,1,2,242,101,NULL,5500,Carlisle Station,358,"10-2018
",6101,-31.97998,115.90764,ST CLARE'S SCHOOL,0.9880825657603995,
1/39 Cape Street,Osborne Park,435000,3,2,2,245,120,NULL,6500,Glendalough Station,1500,"07-2016
",6017,-31.90162944,115.823568,SERVITE COLLEGE,0.9587136504233914,65
1/39 Ferguson Street,Midvale,400000,4,2,2,1058,108,2008,16700,Midland Station,1700,"08-2014
",6056,-31.88973,116.01889,YOUTH FUTURES COMMUNITY SCHOOL,1.1854661209013844,
1/4 Classic Rise,Pearsall,465000,4,2,2,300,137,2014,19100,Edgewater Station,4100,"01-2017
",6065,-31.78428816,115.8198779,ALTA-1,0.6323327809172652,
1/4 Lentona Road,Attadale,490000,3,1,2,327,115,1989,9800,Bull Creek Station,4300,"10-2018
",6156,-32.03115,115.81272,MELVILLE SENIOR HIGH SCHOOL,1.819974502784686,61
1/4 Leslie Street,Cannington,430000,3,2,2,399,177,1960,9500,Queens Park Station,962,"06-2016
",6107,-32.01254,115.93065,SEVENOAKS SENIOR COLLEGE,1.099285347641277,114
1/4 Manley Street,Cannington,334000,3,1,2,102,97,1981,9500,Queens Park Station,632,"11-2015
",6107,-32.01043,115.93264,SEVENOAKS SENIOR COLLEGE,0.9396527723017023,114
1/4 Talbot Road,Woodlands,415000,2,1,1,201,75,1988,7500,Stirling Station,1700,"07-2020
",6018,-31.90822,115.79917,CHURCHLANDS SENIOR HIGH SCHOOL,1.3300294762544147,22
1/40 Mica Mews,Wattle Grove,360000,3,2,2,2497,145,NULL,12700,Madding,6500,"11-2019
",6107,-31.99087391,115.9854633,DARLING RANGE SPORTS COLLEGE,2.933329231993781,137
1/41 Baler Court,Hammond Park,480000,3,2,2,22812,154,NULL,23100,Cockburn Central Station,3900,"10-2017
",6164,-32.15839374,115.8540777,ATWELL COLLEGE,1.864856097746356,129
1/41 Hooley Road,Midland,337500,3,1,1,535,114,1946,16600,Midland Station,1600,"08-2015
",6056,-31.88941029,116.0177367,YOUTH FUTURES COMMUNITY SCHOOL,1.0897981965681482,
1/41 Renwick Street,South Perth,730000,3,2,2,836,137,1994,4000,Claisebrook Station,4200,"10-2018
",6151,-31.98676,115.87168,WESLEY COLLEGE,0.9309749482893876,37
1/42 Byers Road,Woodbridge,316000,3,1,1,1310,84,1994,14700,Woodbridge Station,439,"06-2008
",6056,-31.88911975,115.9960348,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.6830382756936584,130
1/42 Cleopatra Street,Palmyra,460000,3,1,1,257,106,NULL,12200,North Fremantle Station,3300,"05-2019
",6157,-32.0417,115.7837,MELVILLE SENIOR HIGH SCHOOL,2.1148589361696506,61
1/43 Ferguson Street,Middle Swan,445000,4,2,NULL,440,153,2013,18300,Midland Station,3700,"09-2013
",6056,-31.86558536,116.0227493,SWAN CHRISTIAN COLLEGE,1.317026884942734,93
1/43 John Street,Inglewood,630000,3,2,2,1012,127,1996,4000,Maylands Station,730,"02-2019
",6052,-31.92401558,115.8858263,PERTH COLLEGE,1.2603963618045158,9
1/46 Charles Street,Midland,167500,3,2,2,1012,99,2004,16100,Midland Station,1200,"11-2016
",6056,-31.883591,116.008964,LA SALLE COLLEGE,0.7048826924660168,53
